Player,Season,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,EFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TO,PF,PTS
Sean Marks,2008,C,32,PHO,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Kenyon Martin,2008,PF,30,DEN,4,4,118,15,34,.441,0,0,,15,34,.441,.441,5,8,.625,13,12,25,5,4,2,9,20,35
Roger Mason,2008,PG,27,WAS,6,0,129,19,47,.404,4,17,.235,15,30,.500,.447,6,8,.750,0,5,5,6,3,1,2,11,48
Jason Maxiell,2008,C,24,DET,17,6,371,40,64,.625,0,0,,40,64,.625,.625,15,32,.469,21,47,68,16,15,22,11,48,95
Antonio McDyess,2008,PF,33,DET,17,11,468,64,119,.538,0,0,,64,119,.538,.538,23,28,.821,48,78,126,16,10,8,20,65,151
Tracy McGrady*,2008,SG,28,HOU,6,6,247,62,146,.425,5,24,.208,57,122,.467,.442,33,53,.623,7,42,49,41,9,5,18,8,162
Dominic McGuire,2008,SG,22,WAS,3,0,15,0,0,,0,0,,0,0,,,1,2,.500,1,2,3,1,1,1,0,1,1
Chris Mihm,2008,C,28,LAL,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,1,2,0
C.J. Miles,2008,SG,20,UTA,7,0,26,5,14,.357,2,8,.250,3,6,.500,.429,0,0,,1,4,5,0,2,0,2,4,12
Andre Miller,2008,PG,31,PHI,6,6,229,39,89,.438,0,3,.000,39,86,.453,.438,14,22,.636,7,12,19,20,5,0,14,12,92
Paul Millsap,2008,PF,22,UTA,12,0,210,32,62,.516,0,1,.000,32,61,.525,.516,13,25,.520,23,24,47,4,7,16,9,37,77
Jamario Moon,2008,SF,27,TOR,5,3,104,11,29,.379,4,11,.364,7,18,.389,.448,1,1,1.000,7,17,24,4,6,3,2,6,27
Dikembe Mutombo*,2008,C,41,HOU,6,6,123,8,13,.615,0,0,,8,13,.615,.615,7,11,.636,10,29,39,2,1,11,1,10,23
Eduardo Nájera,2008,PF,31,DEN,4,0,78,7,14,.500,2,5,.400,5,9,.556,.571,0,0,,5,8,13,6,3,1,5,15,16
Steve Nash*,2008,PG,33,PHO,5,5,183,32,70,.457,6,20,.300,26,50,.520,.500,11,12,.917,1,13,14,39,2,1,12,10,81
Jameer Nelson,2008,PG,25,ORL,10,10,333,57,113,.504,20,41,.488,37,72,.514,.593,28,37,.757,4,37,41,47,3,2,21,43,162
Rasho Nesterović,2008,C,31,TOR,5,2,77,11,22,.500,0,0,,11,22,.500,.500,1,2,.500,3,10,13,3,1,2,5,14,23
Ira Newble,2008,SF,33,LAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Steve Novak,2008,SF,24,HOU,3,0,21,3,4,.750,2,3,.667,1,1,1.000,1.000,0,0,,1,1,2,0,0,1,0,2,8
Dirk Nowitzki,2008,PF,29,DAL,5,5,211,43,91,.473,6,18,.333,37,73,.507,.505,42,52,.808,10,50,60,20,1,7,10,13,134
Shaquille O'Neal*,2008,C,35,PHO,5,5,150,22,50,.440,0,0,,22,50,.440,.440,32,64,.500,13,33,46,5,5,13,9,21,76
Fabricio Oberto,2008,C,32,SAS,17,9,331,28,46,.609,0,0,,28,46,.609,.609,7,10,.700,15,56,71,20,6,5,14,48,63
Lamar Odom,2008,PF,28,LAL,21,21,786,107,218,.491,3,11,.273,104,207,.502,.498,84,127,.661,47,162,209,62,14,27,47,72,301
Mehmet Okur,2008,C,28,UTA,12,12,462,66,156,.423,19,51,.373,47,105,.448,.484,34,44,.773,34,107,141,23,8,8,19,37,185
Kevin Ollie,2008,SG,35,PHI,3,0,19,1,4,.250,0,0,,1,4,.250,.250,2,2,1.000,0,1,1,3,2,0,0,1,4
Zaza Pachulia,2008,C,23,ATL,7,0,105,7,25,.280,0,1,.000,7,24,.292,.280,15,21,.714,9,11,20,2,2,0,9,22,29
Jannero Pargo,2008,SG,28,NOH,12,0,265,45,116,.388,15,43,.349,30,73,.411,.453,17,24,.708,5,25,30,27,12,2,11,22,122
Anthony Parker,2008,SG,32,TOR,5,5,196,20,49,.408,5,17,.294,15,32,.469,.459,12,14,.857,4,26,30,10,4,2,4,12,57
Tony Parker,2008,PG,25,SAS,17,17,654,152,306,.497,7,20,.350,145,286,.507,.508,70,93,.753,10,53,63,103,16,1,50,37,381
Chris Paul,2008,PG,22,NOH,12,12,486,111,221,.502,5,21,.238,106,200,.530,.514,62,79,.785,16,43,59,135,28,2,22,43,289
Sasha Pavlović,2008,SG,24,CLE,8,0,111,10,26,.385,4,9,.444,6,17,.353,.462,4,6,.667,6,4,10,1,2,0,2,17,28
Oleksiy Pecherov,2008,C,22,WAS,3,0,8,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,1,1,0,1,1,0,0,2
Kendrick Perkins,2008,C,23,BOS,25,25,631,62,106,.585,0,1,.000,62,105,.590,.585,40,59,.678,52,101,153,13,15,32,31,91,164
Morris Peterson,2008,SG,30,NOH,12,12,277,33,68,.485,16,34,.471,17,34,.500,.603,4,6,.667,3,28,31,7,6,3,5,29,86
Eric Piatkowski,2008,SF,37,PHO,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Paul Pierce*,2008,SF,30,BOS,26,26,990,163,370,.441,43,119,.361,120,251,.478,.499,142,177,.802,21,108,129,119,28,8,82,90,511
James Posey,2008,PF,31,BOS,26,0,573,52,119,.437,35,88,.398,17,31,.548,.584,35,40,.875,12,81,93,28,26,8,14,61,174
Leon Powe,2008,C,24,BOS,23,1,270,36,73,.493,0,0,,36,73,.493,.493,44,66,.667,32,30,62,4,0,3,12,45,116
Ronnie Price,2008,PG,24,UTA,12,0,68,10,31,.323,3,14,.214,7,17,.412,.371,10,13,.769,1,3,4,11,6,2,6,6,33
Tayshaun Prince,2008,SF,27,DET,17,17,671,100,208,.481,8,25,.320,92,183,.503,.500,27,34,.794,32,62,94,55,14,8,32,30,235
Vladimir Radmanović,2008,SF,27,LAL,21,21,481,67,151,.444,29,78,.372,38,73,.521,.540,5,6,.833,23,57,80,31,13,1,21,56,168
Shavlik Randolph,2008,PF,24,PHI,2,0,4,0,1,.000,0,0,,0,1,.000,.000,3,4,.750,0,0,0,0,0,0,0,1,3
Theo Ratliff,2008,C,34,DET,12,0,131,6,12,.500,0,0,,6,12,.500,.500,4,8,.500,14,13,27,1,1,11,4,23,16
J.J. Redick,2008,SG,23,ORL,2,0,10,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
Jeremy Richardson,2008,SF,23,ATL,3,0,6,1,4,.250,0,0,,1,4,.250,.250,0,0,,0,0,0,0,0,0,0,1,2
Rajon Rondo,2008,PG,21,BOS,26,26,831,107,263,.407,5,20,.250,102,243,.420,.416,47,68,.691,39,68,107,172,45,8,47,74,266
Luis Scola,2008,PF,27,HOU,6,6,220,30,67,.448,0,1,.000,30,66,.455,.448,24,35,.686,24,32,56,8,4,1,12,30,84
Brian Skinner,2008,C,31,PHO,4,0,21,2,4,.500,0,0,,2,4,.500,.500,4,8,.500,0,3,3,0,0,3,0,4,8
J.R. Smith,2008,SG,22,DEN,4,0,108,23,43,.535,7,22,.318,16,21,.762,.616,20,24,.833,1,6,7,7,4,0,5,12,73
Jason Smith,2008,PF,21,PHI,6,0,82,8,18,.444,0,1,.000,8,17,.471,.444,4,4,1.000,4,11,15,3,1,5,2,5,20
Joe Smith,2008,PF,32,CLE,13,0,263,36,74,.486,0,1,.000,36,73,.493,.486,14,22,.636,20,40,60,6,5,7,6,41,86
Josh Smith,2008,PF,22,ATL,7,7,237,35,88,.398,3,18,.167,32,70,.457,.415,37,44,.841,7,38,45,20,12,20,26,26,110
Darius Songaila,2008,C,29,WAS,5,0,77,8,19,.421,0,0,,8,19,.421,.421,13,15,.867,4,9,13,4,1,0,6,18,29
Jerry Stackhouse,2008,SG,33,DAL,5,2,102,12,38,.316,2,12,.167,10,26,.385,.342,5,5,1.000,4,12,16,6,1,0,7,9,31
DeShawn Stevenson,2008,SG,26,WAS,6,6,196,22,60,.367,14,36,.389,8,24,.333,.483,16,18,.889,2,11,13,18,6,0,9,11,74
Peja Stojaković,2008,SF,30,NOH,12,12,455,58,133,.436,28,51,.549,30,82,.366,.541,25,27,.926,6,59,65,6,6,1,8,19,169
Damon Stoudamire,2008,PG,34,SAS,7,0,35,5,15,.333,1,4,.250,4,11,.364,.367,2,3,.667,2,5,7,2,1,0,1,0,13
Salim Stoudamire,2008,PG,25,ATL,3,0,28,4,9,.444,2,6,.333,2,3,.667,.556,2,2,1.000,0,1,1,0,1,0,3,2,12
Amar'e Stoudemire,2008,C,25,PHO,5,5,204,48,99,.485,1,4,.250,47,95,.495,.490,19,30,.633,15,30,45,2,7,12,14,19,116
D.J. Strawberry,2008,SG,22,PHO,1,0,5,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
Rodney Stuckey,2008,PG,21,DET,17,2,380,43,116,.371,2,7,.286,41,109,.376,.379,51,58,.879,11,21,32,58,18,2,23,35,139
Wally Szczerbiak,2008,SF,30,CLE,13,13,374,47,125,.376,20,62,.323,27,63,.429,.456,26,28,.929,4,19,23,19,2,1,10,32,140
Jason Terry,2008,SG,30,DAL,5,3,180,26,60,.433,14,32,.438,12,28,.429,.550,13,15,.867,1,7,8,24,2,1,5,15,79
Billy Thomas,2008,SF,32,CLE,3,0,8,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,1,1,0,0,0,3
Kurt Thomas,2008,PF,35,SAS,17,8,268,32,70,.457,0,0,,32,70,.457,.457,5,7,.714,26,58,84,6,2,6,13,46,69
Ronny Turiaf,2008,C,25,LAL,19,0,187,14,36,.389,0,0,,14,36,.389,.389,10,17,.588,6,21,27,5,2,18,9,41,38
Hedo Türkoğlu,2008,SF,28,ORL,10,10,399,63,141,.447,10,35,.286,53,106,.500,.482,39,46,.848,14,50,64,55,8,2,38,35,175
Ime Udoka,2008,PF,30,SAS,16,0,236,33,71,.465,16,40,.400,17,31,.548,.577,5,7,.714,7,40,47,17,11,2,11,25,87
Anderson Varejão,2008,C,25,CLE,13,0,240,22,54,.407,0,0,,22,54,.407,.407,9,21,.429,20,47,67,9,8,1,9,30,53
Jacque Vaughn,2008,PG,32,SAS,14,0,91,6,22,.273,0,1,.000,6,21,.286,.273,0,0,,2,7,9,8,2,0,7,17,12
Sasha Vujačić,2008,SG,23,LAL,21,0,456,55,138,.399,31,79,.392,24,59,.407,.511,30,35,.857,8,38,46,16,12,4,18,44,171
Ben Wallace*,2008,PF,33,CLE,13,13,304,17,33,.515,0,0,,17,33,.515,.515,7,20,.350,32,52,84,15,8,14,7,26,41
Rasheed Wallace,2008,C,33,DET,17,17,585,86,203,.424,24,75,.320,62,128,.484,.483,29,39,.744,19,89,108,28,19,33,29,67,225
Luke Walton,2008,SF,27,LAL,21,0,353,44,97,.454,11,26,.423,33,71,.465,.510,26,36,.722,13,42,55,41,11,4,20,49,125
Bonzi Wells,2008,SG,31,NOH,12,0,170,22,57,.386,0,2,.000,22,55,.400,.386,0,6,.000,4,27,31,8,4,3,6,26,44
David West,2008,PF,27,NOH,12,12,485,102,219,.466,1,2,.500,101,217,.465,.468,49,55,.891,21,81,102,34,13,23,21,32,254
Delonte West,2008,PG,24,CLE,13,13,453,44,110,.400,18,42,.429,26,68,.382,.482,35,41,.854,8,35,43,54,15,6,32,40,141
Mario West,2008,SG,23,ATL,6,0,6,1,3,.333,0,0,,1,3,.333,.333,0,1,.000,1,1,2,0,0,0,0,0,2
Deron Williams,2008,PG,23,UTA,12,12,513,90,183,.492,28,56,.500,62,127,.488,.568,51,66,.773,16,27,43,120,7,4,37,35,259
Lou Williams,2008,PG,21,PHI,6,0,135,24,60,.400,2,9,.222,22,51,.431,.417,22,30,.733,3,9,12,12,6,0,7,11,72
Marvin Williams,2008,SF,21,ATL,7,7,199,24,58,.414,0,0,,24,58,.414,.414,32,36,.889,11,17,28,5,2,3,13,21,80
Loren Woods,2008,C,29,HOU,1,0,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2
Antoine Wright,2008,SG,23,DAL,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,0,0
Julian Wright,2008,SF,20,NOH,11,0,131,20,44,.455,2,9,.222,18,35,.514,.477,5,6,.833,6,12,18,5,10,1,5,8,47
Nick Young,2008,SG,22,WAS,4,0,17,1,9,.111,0,2,.000,1,7,.143,.111,3,4,.750,1,1,2,1,2,0,1,1,5
Thaddeus Young,2008,PF,19,PHI,6,6,160,24,50,.480,1,5,.200,23,45,.511,.490,12,14,.857,15,12,27,4,7,0,4,7,61
Arron Afflalo,2009,SG,23,DET,4,0,66,10,21,.476,2,10,.200,8,11,.727,.524,3,5,.600,1,2,3,1,0,2,3,9,25
LaMarcus Aldridge,2009,PF,23,POR,6,6,237,51,104,.490,1,4,.250,50,100,.500,.495,14,20,.700,9,36,45,8,3,10,10,16,117
Ray Allen*,2009,SG,33,BOS,14,14,565,83,206,.403,35,100,.350,48,106,.453,.488,55,58,.948,13,42,55,37,15,5,25,35,256
Tony Allen,2009,SG,27,BOS,10,0,60,4,8,.500,0,0,,4,8,.500,.500,1,1,1.000,1,8,9,3,2,0,1,4,9
Rafer Alston,2009,PG,32,ORL,23,23,740,106,279,.380,36,113,.319,70,166,.422,.444,33,44,.750,3,53,56,94,33,4,40,53,281
Chris Andersen,2009,C,30,DEN,15,0,328,34,54,.630,0,1,.000,34,53,.642,.630,29,44,.659,29,66,95,9,5,32,8,42,97
Carmelo Anthony,2009,SF,24,DEN,16,16,612,146,322,.453,24,66,.364,122,256,.477,.491,119,144,.826,26,67,93,65,28,10,37,60,435
Joel Anthony,2009,C,26,MIA,6,2,88,4,5,.800,0,0,,4,5,.800,.800,2,2,1.000,9,10,19,2,0,7,1,9,10
Trevor Ariza,2009,SF,23,LAL,23,23,722,92,185,.497,40,84,.476,52,101,.515,.605,36,64,.563,22,75,97,54,36,10,38,73,260
Hilton Armstrong,2009,C,24,NOH,4,1,53,6,13,.462,0,0,,6,13,.462,.462,3,10,.300,3,5,8,1,4,1,6,15,15
Renaldo Balkman,2009,PF,24,DEN,8,0,20,2,6,.333,0,1,.000,2,5,.400,.333,0,0,,2,2,4,1,4,0,0,3,4
J.J. Barea,2009,SG,24,DAL,10,4,221,31,71,.437,5,16,.313,26,55,.473,.472,9,13,.692,3,17,20,34,3,0,6,13,76
Brent Barry,2009,SG,37,HOU,4,0,35,5,10,.500,3,8,.375,2,2,1.000,.650,0,0,,0,4,4,3,2,0,4,3,13
Brandon Bass,2009,C,23,DAL,10,0,192,33,60,.550,0,0,,33,60,.550,.550,28,31,.903,13,28,41,7,7,4,4,22,94
Tony Battie,2009,PF,32,ORL,21,0,128,21,45,.467,0,0,,21,45,.467,.467,3,5,.600,7,13,20,2,0,3,2,12,45
Shane Battier,2009,SG,30,HOU,13,13,496,33,81,.407,17,54,.315,16,27,.593,.512,22,23,.957,21,43,64,31,14,9,15,33,105
Nicolas Batum,2009,SF,20,POR,6,5,63,5,9,.556,2,4,.500,3,5,.600,.667,0,0,,1,2,3,1,1,2,3,7,12
Jerryd Bayless,2009,PG,20,POR,2,0,11,2,6,.333,0,1,.000,2,5,.400,.333,2,3,.667,0,1,1,0,0,1,1,0,6
Michael Beasley,2009,PF,20,MIA,7,0,178,34,88,.386,4,13,.308,30,75,.400,.409,13,17,.765,10,41,51,7,2,7,11,14,85
Mike Bibby,2009,PG,30,ATL,11,11,390,49,106,.462,26,48,.542,23,58,.397,.585,21,22,.955,6,31,37,46,10,2,24,34,145
Chauncey Billups,2009,PG,32,DEN,16,16,619,90,197,.457,44,94,.468,46,103,.447,.569,106,117,.906,5,56,61,109,20,4,31,38,330
Steve Blake,2009,PG,28,POR,6,6,231,22,45,.489,10,24,.417,12,21,.571,.600,5,7,.714,4,20,24,37,5,0,9,11,59
Matt Bonner,2009,PF,28,SAS,5,5,100,5,23,.217,3,13,.231,2,10,.200,.283,2,2,1.000,6,10,16,0,3,2,2,10,15
Carlos Boozer,2009,PF,27,UTA,5,5,186,38,72,.528,0,0,,38,72,.528,.528,27,35,.771,12,54,66,11,8,2,15,18,103
Bruce Bowen,2009,SF,37,SAS,5,2,130,7,13,.538,5,9,.556,2,4,.500,.731,2,2,1.000,0,15,15,3,3,0,3,10,21
Ryan Bowen,2009,SF,33,NOH,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,1,0
Ronnie Brewer,2009,SF,23,UTA,5,5,158,20,49,.408,0,2,.000,20,47,.426,.408,11,16,.688,7,16,23,13,7,1,11,9,51
Aaron Brooks,2009,PG,24,HOU,13,13,444,77,170,.453,27,64,.422,50,106,.472,.532,37,46,.804,4,30,34,44,5,3,29,29,218
Devin Brown,2009,SG,30,NOH,3,0,33,3,8,.375,0,4,.000,3,4,.750,.375,2,2,1.000,2,3,5,0,0,0,3,2,8
Kwame Brown,2009,C,26,DET,3,0,48,3,8,.375,0,0,,3,8,.375,.375,3,4,.750,6,9,15,0,0,3,3,12,9
Shannon Brown,2009,SG,23,LAL,21,0,276,36,83,.434,12,25,.480,24,58,.414,.506,19,24,.792,8,17,25,13,10,2,10,27,103
Kobe Bryant*,2009,SG,30,LAL,23,23,940,242,530,.457,37,106,.349,205,424,.483,.492,174,197,.883,19,104,123,126,38,21,59,59,695
Rasual Butler,2009,SF,29,NOH,5,5,158,17,37,.459,10,19,.526,7,18,.389,.595,9,9,1.000,3,12,15,1,1,4,6,14,53
Andrew Bynum,2009,C,21,LAL,23,18,400,58,127,.457,0,0,,58,127,.457,.457,28,43,.651,33,53,86,10,8,21,19,77,144
Will Bynum,2009,PG,26,DET,4,0,78,18,39,.462,1,4,.250,17,35,.486,.474,10,10,1.000,1,5,6,10,5,0,8,9,47
Matt Carroll,2009,SG,28,DAL,4,0,14,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,0,1,1,2
Anthony Carter,2009,PG,33,DEN,16,0,228,20,49,.408,2,12,.167,18,37,.486,.429,2,4,.500,11,21,32,34,15,1,11,27,44
Mario Chalmers,2009,PG,22,MIA,7,7,231,20,50,.400,6,21,.286,14,29,.483,.460,5,7,.714,6,13,19,31,20,1,17,21,51
Tyson Chandler,2009,C,26,NOH,4,4,94,6,12,.500,0,0,,6,12,.500,.500,3,6,.500,8,13,21,2,2,1,8,17,15
Speedy Claxton,2009,PG,30,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jarron Collins,2009,C,30,UTA,3,3,35,1,5,.200,0,0,,1,5,.200,.200,6,8,.750,4,6,10,1,1,0,0,9,8
Brian Cook,2009,PF,28,HOU,6,0,32,4,15,.267,2,9,.222,2,6,.333,.333,0,0,,3,9,12,3,2,1,4,4,10
Daequan Cook,2009,SF,21,MIA,7,0,161,13,42,.310,9,30,.300,4,12,.333,.417,2,2,1.000,3,14,17,4,2,0,6,18,37
Samuel Dalembert,2009,C,27,PHI,6,6,133,16,25,.640,0,0,,16,25,.640,.640,3,4,.750,10,37,47,3,2,9,6,24,35
Erick Dampier,2009,C,33,DAL,10,10,255,22,36,.611,0,0,,22,36,.611,.611,13,21,.619,25,36,61,7,4,9,19,41,57
Antonio Daniels,2009,PG,33,NOH,5,0,64,2,13,.154,1,4,.250,1,9,.111,.192,9,11,.818,1,2,3,9,2,1,5,1,14
Glen Davis,2009,C,23,BOS,14,14,510,86,175,.491,0,0,,86,175,.491,.491,49,69,.710,33,46,79,25,18,8,20,59,221
Yakhouba Diawara,2009,SF,26,MIA,5,0,21,1,3,.333,0,1,.000,1,2,.500,.333,0,2,.000,0,5,5,0,1,0,0,2,2
Tim Duncan*,2009,C,32,SAS,5,5,164,41,77,.532,0,0,,41,77,.532,.532,17,28,.607,12,28,40,16,3,6,7,11,99
Maurice Evans,2009,SF,30,ATL,11,8,265,28,65,.431,8,28,.286,20,37,.541,.492,4,6,.667,8,8,16,10,6,3,4,29,68
Reggie Evans,2009,PF,28,PHI,5,0,36,2,9,.222,0,0,,2,9,.222,.222,3,4,.750,2,8,10,0,3,0,2,4,7
Jordan Farmar,2009,PG,22,LAL,20,1,260,34,87,.391,12,39,.308,22,48,.458,.460,14,19,.737,5,23,28,33,9,3,18,16,94
Rudy Fernández,2009,SG,23,POR,6,1,162,15,35,.429,8,19,.421,7,16,.438,.543,7,7,1.000,2,15,17,6,8,3,9,12,45
Michael Finley,2009,SF,35,SAS,5,5,143,15,34,.441,7,15,.467,8,19,.421,.544,3,4,.750,3,12,15,5,1,1,4,8,40
Derek Fisher,2009,PG,34,LAL,22,22,635,63,160,.394,19,67,.284,44,93,.473,.453,31,36,.861,7,38,45,49,21,1,24,61,176
Adonal Foyle,2009,C,33,ORL,2,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,1,1,0
Channing Frye,2009,PF,25,POR,4,0,36,5,14,.357,0,0,,5,14,.357,.357,2,3,.667,1,2,3,1,0,0,0,5,12
Thomas Gardner,2009,SG,23,ATL,3,0,19,5,13,.385,3,6,.500,2,7,.286,.500,1,1,1.000,0,2,2,2,1,0,0,4,14
Pau Gasol,2009,C,28,LAL,23,23,931,160,276,.580,0,0,,160,276,.580,.580,100,140,.714,68,181,249,58,19,45,44,69,420
Daniel Gibson,2009,PG,22,CLE,14,0,172,13,40,.325,10,28,.357,3,12,.250,.450,11,11,1.000,1,6,7,6,1,3,7,18,47
Drew Gooden,2009,PF,27,SAS,4,0,71,11,33,.333,0,2,.000,11,31,.355,.333,7,7,1.000,5,10,15,1,1,1,3,13,29
Ben Gordon,2009,SG,25,CHI,7,7,304,52,134,.388,17,46,.370,35,88,.398,.451,49,56,.875,3,17,20,21,3,1,8,22,170
Marcin Gortat,2009,PF,24,ORL,24,1,271,34,52,.654,0,0,,34,52,.654,.654,10,16,.625,18,58,76,3,9,15,11,39,78
Aaron Gray,2009,C,24,CHI,2,0,9,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,0,1,0,0
Gerald Green,2009,SG,23,DAL,6,0,26,4,14,.286,1,5,.200,3,9,.333,.321,2,4,.500,0,2,2,0,1,0,2,4,11
Willie Green,2009,SG,27,PHI,6,6,148,21,51,.412,4,11,.364,17,40,.425,.451,1,3,.333,0,6,6,7,0,1,5,13,47
Richard Hamilton,2009,SG,30,DET,4,4,154,21,59,.356,2,10,.200,19,49,.388,.373,9,10,.900,2,9,11,20,5,1,10,12,53
Matt Harpring,2009,SG,32,UTA,5,0,49,11,22,.500,0,1,.000,11,21,.524,.500,2,2,1.000,3,6,9,4,2,1,2,12,24
Jason Hart,2009,PG,30,DEN,9,0,19,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,3,3,5,2,1,1,5,2
Udonis Haslem,2009,PF,28,MIA,7,7,204,25,46,.543,0,0,,25,46,.543,.543,9,10,.900,13,48,61,3,3,3,6,19,59
Chuck Hayes,2009,C,25,HOU,13,4,173,10,21,.476,0,2,.000,10,19,.526,.476,0,0,,13,26,39,10,13,2,4,27,20
Walter Herrmann,2009,SF,29,DET,4,0,22,3,8,.375,2,4,.500,1,4,.250,.500,0,0,,1,0,1,2,1,0,0,3,8
Nenê,2009,C,26,DEN,16,16,525,69,126,.548,0,0,,69,126,.548,.548,46,70,.657,37,83,120,42,20,10,31,65,184
George Hill,2009,PG,22,SAS,4,0,76,7,21,.333,3,8,.375,4,13,.308,.405,6,7,.857,3,5,8,2,2,1,2,6,23
Kirk Hinrich,2009,SG,28,CHI,7,0,210,29,62,.468,13,30,.433,16,32,.500,.573,17,25,.680,2,17,19,20,12,3,8,18,88
Ryan Hollins,2009,C,24,DAL,9,0,84,8,14,.571,0,0,,8,14,.571,.571,6,10,.600,9,15,24,1,1,4,4,22,22
Al Horford,2009,C,22,ATL,9,9,252,25,59,.424,0,1,.000,25,58,.431,.424,12,18,.667,12,40,52,18,6,6,4,26,62
Eddie House,2009,PG,30,BOS,14,0,232,40,77,.519,18,37,.486,22,40,.550,.636,10,11,.909,2,18,20,13,11,0,6,26,108
Dwight Howard,2009,C,23,ORL,23,23,903,161,268,.601,0,2,.000,161,266,.605,.601,145,228,.636,99,254,353,43,20,60,67,102,467
Josh Howard,2009,SF,28,DAL,10,10,295,56,128,.438,8,32,.250,48,96,.500,.469,38,49,.776,10,41,51,13,9,4,21,24,158
Lindsey Hunter,2009,PG,38,CHI,6,0,24,1,3,.333,1,3,.333,0,0,,.500,3,4,.750,0,5,5,5,2,0,0,3,6
Othello Hunter,2009,PF,22,ATL,4,0,14,2,3,.667,0,0,,2,3,.667,.667,0,0,,3,3,6,0,1,1,0,1,4
Andre Iguodala,2009,SF,25,PHI,6,6,269,44,98,.449,11,28,.393,33,70,.471,.505,30,46,.652,6,32,38,40,11,0,24,9,129
Zydrunas Ilgauskas,2009,C,33,CLE,14,14,407,62,138,.449,2,13,.154,60,125,.480,.457,21,33,.636,27,82,109,17,5,13,9,47,147
D.J. Mbenga,2009,C,28,LAL,7,0,16,1,6,.167,0,0,,1,6,.167,.167,0,0,,0,3,3,0,0,2,2,0,2
Royal Ivey,2009,SG,27,PHI,6,0,45,3,11,.273,2,7,.286,1,4,.250,.364,3,4,.750,1,3,4,0,3,0,0,6,11
Darnell Jackson,2009,PF,23,CLE,5,0,25,1,5,.200,0,0,,1,5,.200,.200,0,2,.000,0,5,5,1,0,0,1,5,2
LeBron James,2009,SF,24,CLE,14,14,580,159,312,.510,27,81,.333,132,231,.571,.553,149,199,.749,19,109,128,102,23,12,38,30,494
Amir Johnson,2009,PF,21,DET,3,0,13,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,2,3,0,0,1,0,3,2
Anthony Johnson,2009,PG,34,ORL,19,1,280,32,85,.376,9,30,.300,23,55,.418,.429,9,18,.500,7,19,26,39,11,0,12,28,82
Joe Johnson,2009,SG,27,ATL,11,11,429,70,168,.417,12,35,.343,58,133,.436,.452,28,45,.622,17,32,49,39,14,0,32,24,180
Linton Johnson,2009,PF,28,CHI,3,0,10,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,2,2,4,1,0,0,0,1,4
Dahntay Jones,2009,SG,28,DEN,16,16,280,38,79,.481,3,12,.250,35,67,.522,.500,33,43,.767,16,22,38,10,13,5,13,41,112
James Jones,2009,SF,28,MIA,7,7,235,17,32,.531,11,22,.500,6,10,.600,.703,22,24,.917,2,14,16,5,3,1,4,19,67
Solomon Jones,2009,C,24,ATL,9,1,77,6,12,.500,0,0,,6,12,.500,.500,2,2,1.000,9,7,16,2,1,0,1,9,14
Jason Kidd*,2009,PG,35,DAL,10,10,386,38,83,.458,21,47,.447,17,36,.472,.584,17,20,.850,7,51,58,59,22,3,20,24,114
Tarence Kinsey,2009,SG,24,CLE,9,0,11,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,1,1,2,0,1,0,1,2,4
Andrei Kirilenko,2009,PF,27,UTA,5,3,136,22,47,.468,1,5,.200,21,42,.500,.479,10,14,.714,7,7,14,10,11,3,5,6,55
Linas Kleiza,2009,SF,24,DEN,14,0,210,31,66,.470,17,40,.425,14,26,.538,.598,18,24,.750,8,37,45,7,5,1,2,17,97
Brevin Knight,2009,PG,33,UTA,5,0,17,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,1,1,3,1,0,3,4,0
Kyle Korver,2009,SF,27,UTA,5,2,136,18,46,.391,12,26,.462,6,20,.300,.522,5,7,.714,2,9,11,13,3,1,2,9,53
